etype,issuenote
1,"Trade unionist demonstrate against World Bank backed economic policies which have caused high taxation, price increases, unemployment and loss of subsidies."
1,"Trade unionist demonstrate against World Bank backed economic policies which have caused high taxation, price increases, unemployment and loss of subsidies."
1,"Trade unionist demonstrate against World Bank backed economic policies which have caused high taxation, price increases, unemployment and loss of subsidies."
1,"Trade unionist demonstrate against World Bank backed economic policies which have caused high taxation, price increases, unemployment and loss of subsidies."
1,"Trade unionist demonstrate against World Bank backed economic policies which have caused high taxation, price increases, unemployment and loss of subsidies."
1,Technical college students protest demanding increases in state grants.
1,Opposition United Parties march to show support for striking hospital staff and to denounce the Mugabe regime.
1,Trade unions march to show support for striking hospital staff.
1,Civilians march to show support for President Mugabe and the ruling party.
1,The Global March Against Child Labour travels through Zimbabwe to attention to the problems of child labor.
1,The Global March Against Child Labour travels through Zimbabwe to attention to the problems of child labor.
1,The Global March Against Child Labour travels through Zimbabwe to attention to the problems of child labor.
1,University students march to protest police brutality.
1,Civilians protest sending armed forces to intervene in the DRC conflict.
1,Civilians protest the detention of a newspaper editor and the countries military involvement in the DRC.
1,Civilians protest over the torture of journalists and to demand a return to democracy.
1,"University students protest over non-payment of grants, military involvement in the DRC and freedom of press violations."
1,National Constitutional Assembly march in protest of the newly drafter constitution which will give President Mugabe greater autocratic control.
7,Political violence leading up to elections.
3,ZANU-PF youth members retaliate against attack by youths associated with the white farmers.
3,White farmers organize youth to attack a war veterans office.
1,The National Constitutional Assembly organized a pray for peace meeting and march to urge President Mugabe to uphold the Supreme Court decision to evict war veterans from white owned farms.  War veterans retaliate by attacking the march in Hara
1,The National Constitutional Assembly organized a pray for peace meeting and march to urge President Mugabe to uphold the Supreme Court decision to evict war veterans from white owned farms.  War veterans retaliate by attacking the march in Hara
1,The National Constitutional Assembly organized a pray for peace meeting and march to urge President Mugabe to uphold the Supreme Court decision to evict war veterans from white owned farms.  War veterans retaliate by attacking the march in Hara
7,ZANU-PF members attack NCA members who voted no on the constitutional referendum held in February.
1,MDC members gather at the funeral of an activist who spoke against the ruling party to protest ongoing violence.
7,Bombing at an independent newspaper headquarters.
1,ZANU-PF members gather at a counter rally to show support for Mugabe.
1,MDC members rally claiming new police demands prevent constitutional rights of association and expression and in opposition to Mugabe's regime.
1,MDC members rally claiming new police demands prevent constitutional rights of association and expression and in opposition to Mugabe's regime.
1,MDC members rally claiming new police demands prevent constitutional rights of association and expression and in opposition to Mugabe's regime.
1,MDC members rally claiming new police demands prevent constitutional rights of association and expression and in opposition to Mugabe's regime.
1,ZANU-PF and MDC members clash at a pro-government rally.  Violence continued on the university campus until riot police intervened and removed all students from the campus.
1,National Constitutional Assembly rally for peace.
1,"MDC holds pre-election rally's to gather support, protest the Mugabe regime and demand free and fair elections."
1,ZANU-PF party holds pre-election rally's to maintain support for Mugabe and the ruling party in upcoming elections.
3,ZANU-PF supporters storm a police station to free fellow supporters jailed for political violence.
1,ZINASU called for student boycott of classes to protest ongoing political violence.
